"","X","X.3","X.2","X.1","Date","Name","Team","Started","B2B","MP","FGA","X3PA","PF","USG.","ORtg","DRtg","Home","Away","Winner","TORtg","TDRtg"
"153",153,153,153,153,19851025,"Steve Hayes","Utah Jazz",0,0,"2:00",0,1,0,0,98,"Utah Jazz","Houston Rockets","Houston Rockets",NA,NA,NA
"154",154,154,154,154,19851025,"Rickey Green","Utah Jazz",1,0,"21:00",0,3,0,98,110,"Utah Jazz","Houston Rockets","Houston Rockets",NA,NA,NA
"155",155,155,155,155,19851025,"John Lucas","Houston Rockets",1,0,"33:00",0,4,0,133,107,"Utah Jazz","Houston Rockets","Houston Rockets",NA,NA,NA
"156",156,156,156,156,19851025,"Karl Malone","Utah Jazz",0,0,"24:00",0,4,0,62,97,"Utah Jazz","Houston Rockets","Houston Rockets",NA,NA,NA
"157",157,157,157,157,19851025,"Hakeem Olajuwon","Houston Rockets",1,0,"42:00",0,3,0,128,107,"Utah Jazz","Houston Rockets","Houston Rockets",NA,NA,NA
"158",158,158,158,158,19851025,"Steve Harris","Houston Rockets",0,0,"2:00",0,0,0,135,115,"Utah Jazz","Houston Rockets","Houston Rockets",NA,NA,NA
"159",159,159,159,159,19851025,"Pace Mannion","Utah Jazz",0,0,"22:00",1,4,0,68,117,"Utah Jazz","Houston Rockets","Houston Rockets",NA,NA,NA
"160",160,160,160,160,19851025,"Robert Reid","Houston Rockets",0,0,"19:00",0,0,0,18,103,"Utah Jazz","Houston Rockets","Houston Rockets",NA,NA,NA
"161",161,161,161,161,19851025,"Bob Hansen","Utah Jazz",1,0,"20:00",0,1,0,174,113,"Utah Jazz","Houston Rockets","Houston Rockets",NA,NA,NA
"162",162,162,162,162,19851025,"Carey Scurry","Utah Jazz",0,0,"8:00",1,0,0,20,111,"Utah Jazz","Houston Rockets","Houston Rockets",NA,NA,NA
"163",163,163,163,163,19851025,"Jim Petersen","Houston Rockets",0,0,"19:00",0,4,0,86,109,"Utah Jazz","Houston Rockets","Houston Rockets",NA,NA,NA
"164",164,164,164,164,19851025,"Jeff Wilkins","Utah Jazz",0,0,"4:00",0,0,0,65,119,"Utah Jazz","Houston Rockets","Houston Rockets",NA,NA,NA
"165",165,165,165,165,19851025,"Thurl Bailey","Utah Jazz",1,0,"33:00",0,2,0,102,113,"Utah Jazz","Houston Rockets","Houston Rockets",NA,NA,NA
"166",166,166,166,166,19851025,"Ralph Sampson","Houston Rockets",1,0,"37:00",0,5,0,126,104,"Utah Jazz","Houston Rockets","Houston Rockets",NA,NA,NA
"167",167,167,167,167,19851025,"Mitchell Wiggins","Houston Rockets",0,0,"14:00",0,2,0,89,105,"Utah Jazz","Houston Rockets","Houston Rockets",NA,NA,NA
"168",168,168,168,168,19851026,"Rick Mahorn","Detroit Pistons",0,1,"17:00",1,2,0,38,117,"Chicago Bulls","Detroit Pistons","Chicago Bulls",NA,NA,NA
"169",169,169,169,169,19851026,"George Gervin","Chicago Bulls",0,1,"18:00",0,3,0,89,110,"Chicago Bulls","Detroit Pistons","Chicago Bulls",NA,NA,NA
"170",170,170,170,170,19851026,"Jawann Oldham","Chicago Bulls",1,1,"25:00",0,6,0,105,112,"Chicago Bulls","Detroit Pistons","Chicago Bulls",NA,NA,NA
"171",171,171,171,171,19851026,"Kent Benson","Detroit Pistons",0,1,"17:00",0,6,0,124,106,"Chicago Bulls","Detroit Pistons","Chicago Bulls",NA,NA,NA
"172",172,172,172,172,19851026,"Gene Banks","Chicago Bulls",0,1,"18:00",0,2,0,173,110,"Chicago Bulls","Detroit Pistons","Chicago Bulls",NA,NA,NA
"173",173,173,173,173,19851026,"Earl Cureton","Detroit Pistons",1,1,"25:00",0,6,0,97,117,"Chicago Bulls","Detroit Pistons","Chicago Bulls",NA,NA,NA
"174",174,174,174,174,19851026,"Isiah Thomas","Detroit Pistons",1,1,"39:00",1,2,0,129,107,"Chicago Bulls","Detroit Pistons","Chicago Bulls",NA,NA,NA
"175",175,175,175,175,19851026,"Vinnie Johnson","Detroit Pistons",1,1,"29:00",0,5,0,104,115,"Chicago Bulls","Detroit Pistons","Chicago Bulls",NA,NA,NA
"176",176,176,176,176,19851026,"Kelly Tripucka","Detroit Pistons",1,1,"31:00",0,0,0,125,122,"Chicago Bulls","Detroit Pistons","Chicago Bulls",NA,NA,NA
"177",177,177,177,177,19851026,"John Long","Detroit Pistons",0,1,"18:00",0,1,0,122,122,"Chicago Bulls","Detroit Pistons","Chicago Bulls",NA,NA,NA
"178",178,178,178,178,19851026,"Bill Laimbeer","Detroit Pistons",1,1,"36:00",0,6,0,104,115,"Chicago Bulls","Detroit Pistons","Chicago Bulls",NA,NA,NA
"179",179,179,179,179,19851026,"Michael Jordan","Chicago Bulls",1,1,"41:00",0,5,0,112,109,"Chicago Bulls","Detroit Pistons","Chicago Bulls",NA,NA,NA
"180",180,180,180,180,19851026,"Orlando Woolridge","Chicago Bulls",1,1,"38:00",0,3,0,128,112,"Chicago Bulls","Detroit Pistons","Chicago Bulls",NA,NA,NA
"181",181,181,181,181,19851026,"Sidney Green","Chicago Bulls",1,1,"17:00",0,4,0,137,115,"Chicago Bulls","Detroit Pistons","Chicago Bulls",NA,NA,NA
"182",182,182,182,182,19851026,"Kyle Macy","Chicago Bulls",1,1,"42:00",3,3,0,121,114,"Chicago Bulls","Detroit Pistons","Chicago Bulls",NA,NA,NA
"183",183,183,183,183,19851026,"Joe Dumars","Detroit Pistons",0,1,"10:00",0,3,0,86,124,"Chicago Bulls","Detroit Pistons","Chicago Bulls",NA,NA,NA
"184",184,184,184,184,19851026,"Billy McKinney","Chicago Bulls",0,1,"6:00",0,1,0,44,120,"Chicago Bulls","Detroit Pistons","Chicago Bulls",NA,NA,NA
"185",185,185,185,185,19851026,"Tony Campbell","Detroit Pistons",0,1,"18:00",0,1,0,147,122,"Chicago Bulls","Detroit Pistons","Chicago Bulls",NA,NA,NA
"186",186,186,186,186,19851026,"Charles Oakley","Chicago Bulls",0,1,"11:00",0,1,0,104,120,"Chicago Bulls","Detroit Pistons","Chicago Bulls",NA,NA,NA
"187",187,187,187,187,19851026,"Dave Corzine","Chicago Bulls",0,1,"24:00",0,5,0,107,102,"Chicago Bulls","Detroit Pistons","Chicago Bulls",NA,NA,NA
"188",188,188,188,188,19851026,"Scott Wedman","Boston Celtics",0,1,"10:00",1,1,0,122,107,"Cleveland Cavaliers","Boston Celtics","Boston Celtics",NA,NA,NA
"189",189,189,189,189,19851026,"Jerry Sichting","Boston Celtics",0,1,"22:00",0,2,0,106,105,"Cleveland Cavaliers","Boston Celtics","Boston Celtics",NA,NA,NA
"190",190,190,190,190,19851026,"Sam Vincent","Boston Celtics",0,1,"4:00",0,0,0,53,94,"Cleveland Cavaliers","Boston Celtics","Boston Celtics",NA,NA,NA
"191",191,191,191,191,19851026,"Roy Hinson","Cleveland Cavaliers",1,1,"27:00",0,5,0,104,100,"Cleveland Cavaliers","Boston Celtics","Boston Celtics",NA,NA,NA
"192",192,192,192,192,19851026,"Sly Williams","Boston Celtics",0,1,"13:00",1,4,0,72,102,"Cleveland Cavaliers","Boston Celtics","Boston Celtics",NA,NA,NA
"193",193,193,193,193,19851026,"Larry Bird","Boston Celtics",1,1,"34:00",1,2,0,101,102,"Cleveland Cavaliers","Boston Celtics","Boston Celtics",NA,NA,NA
"194",194,194,194,194,19851026,"Mark West","Cleveland Cavaliers",1,1,"24:00",0,6,0,95,98,"Cleveland Cavaliers","Boston Celtics","Boston Celtics",NA,NA,NA
"195",195,195,195,195,19851026,"Bill Walton","Boston Celtics",0,1,"23:00",0,3,0,108,97,"Cleveland Cavaliers","Boston Celtics","Boston Celtics",NA,NA,NA
"196",196,196,196,196,19851026,"Dennis Johnson","Boston Celtics",1,1,"37:00",0,3,0,98,109,"Cleveland Cavaliers","Boston Celtics","Boston Celtics",NA,NA,NA
"197",197,197,197,197,19851026,"Edgar Jones","Cleveland Cavaliers",0,1,"19:00",2,5,0,153,107,"Cleveland Cavaliers","Boston Celtics","Boston Celtics",NA,NA,NA
"198",198,198,198,198,19851026,"Dirk Minniefield","Cleveland Cavaliers",0,1,"21:00",2,1,0,117,111,"Cleveland Cavaliers","Boston Celtics","Boston Celtics",NA,NA,NA
"199",199,199,199,199,19851026,"John Bagley","Cleveland Cavaliers",1,1,"29:00",2,3,0,107,114,"Cleveland Cavaliers","Boston Celtics","Boston Celtics",NA,NA,NA
"200",200,200,200,200,19851026,"Danny Ainge","Boston Celtics",1,1,"31:00",0,4,0,121,108,"Cleveland Cavaliers","Boston Celtics","Boston Celtics",NA,NA,NA
"201",201,201,201,201,19851026,"Ron Anderson","Cleveland Cavaliers",0,1,"13:00",0,4,0,69,109,"Cleveland Cavaliers","Boston Celtics","Boston Celtics",NA,NA,NA
"202",202,202,202,202,19851026,"Robert Parish","Boston Celtics",1,1,"31:00",0,1,0,121,103,"Cleveland Cavaliers","Boston Celtics","Boston Celtics",NA,NA,NA
"203",203,203,203,203,19851026,"Johnny Davis","Cleveland Cavaliers",0,1,"7:00",0,0,0,88,118,"Cleveland Cavaliers","Boston Celtics","Boston Celtics",NA,NA,NA
"204",204,204,204,204,19851026,"Melvin Turpin","Cleveland Cavaliers",0,1,"21:00",0,2,0,53,108,"Cleveland Cavaliers","Boston Celtics","Boston Celtics",NA,NA,NA
"205",205,205,205,205,19851026,"Kevin McHale","Boston Celtics",1,1,"35:00",0,4,0,128,101,"Cleveland Cavaliers","Boston Celtics","Boston Celtics",NA,NA,NA
"206",206,206,206,206,19851026,"Ben Poquette","Cleveland Cavaliers",0,1,"18:00",0,1,0,98,107,"Cleveland Cavaliers","Boston Celtics","Boston Celtics",NA,NA,NA
"207",207,207,207,207,19851026,"World B. Free","Cleveland Cavaliers",1,1,"35:00",1,1,0,115,117,"Cleveland Cavaliers","Boston Celtics","Boston Celtics",NA,NA,NA
"208",208,208,208,208,19851026,"Phil Hubbard","Cleveland Cavaliers",1,1,"26:00",0,4,0,92,116,"Cleveland Cavaliers","Boston Celtics","Boston Celtics",NA,NA,NA
"209",209,209,209,209,19851026,"Jay Vincent","Dallas Mavericks",0,0,"27:00",1,2,0,127,92,"Dallas Mavericks","Seattle SuperSonics","Dallas Mavericks",NA,NA,NA
"210",210,210,210,210,19851026,"Jack Sikma","Seattle SuperSonics",1,0,"39:00",1,4,0,92,102,"Dallas Mavericks","Seattle SuperSonics","Dallas Mavericks",NA,NA,NA
"211",211,211,211,211,19851026,"Tom Chambers","Seattle SuperSonics",1,0,"41:00",1,2,0,100,99,"Dallas Mavericks","Seattle SuperSonics","Dallas Mavericks",NA,NA,NA
"212",212,212,212,212,19851026,"Dale Ellis","Dallas Mavericks",0,0,"4:00",0,1,0,127,100,"Dallas Mavericks","Seattle SuperSonics","Dallas Mavericks",NA,NA,NA
"213",213,213,213,213,19851026,"Gerald Henderson","Seattle SuperSonics",1,0,"31:00",0,2,0,83,100,"Dallas Mavericks","Seattle SuperSonics","Dallas Mavericks",NA,NA,NA
"214",214,214,214,214,19851026,"Al Wood","Seattle SuperSonics",1,0,"27:00",1,6,0,94,105,"Dallas Mavericks","Seattle SuperSonics","Dallas Mavericks",NA,NA,NA
"215",215,215,215,215,19851026,"Sam Perkins","Dallas Mavericks",1,0,"36:00",0,2,0,89,91,"Dallas Mavericks","Seattle SuperSonics","Dallas Mavericks",NA,NA,NA
"216",216,216,216,216,19851026,"Danny Vranes","Seattle SuperSonics",1,0,"21:00",0,5,0,20,102,"Dallas Mavericks","Seattle SuperSonics","Dallas Mavericks",NA,NA,NA
"217",217,217,217,217,19851026,"Ricky Sobers","Seattle SuperSonics",0,0,"22:00",1,4,0,124,106,"Dallas Mavericks","Seattle SuperSonics","Dallas Mavericks",NA,NA,NA
"218",218,218,218,218,19851026,"Michael Phelps","Seattle SuperSonics",0,0,"5:00",0,0,0,46,102,"Dallas Mavericks","Seattle SuperSonics","Dallas Mavericks",NA,NA,NA
"219",219,219,219,219,19851026,"Wallace Bryant","Dallas Mavericks",1,0,"16:00",0,1,0,29,93,"Dallas Mavericks","Seattle SuperSonics","Dallas Mavericks",NA,NA,NA
"220",220,220,220,220,19851026,"Rolando Blackman","Dallas Mavericks",1,0,"36:00",0,0,0,67,99,"Dallas Mavericks","Seattle SuperSonics","Dallas Mavericks",NA,NA,NA
"221",221,221,221,221,19851026,"Danny Young","Seattle SuperSonics",0,0,"17:00",1,5,0,119,105,"Dallas Mavericks","Seattle SuperSonics","Dallas Mavericks",NA,NA,NA
"222",222,222,222,222,19851026,"Derek Harper","Dallas Mavericks",0,0,"23:00",0,2,0,147,95,"Dallas Mavericks","Seattle SuperSonics","Dallas Mavericks",NA,NA,NA
"223",223,223,223,223,19851026,"Brad Davis","Dallas Mavericks",1,0,"30:00",0,2,0,100,94,"Dallas Mavericks","Seattle SuperSonics","Dallas Mavericks",NA,NA,NA
"224",224,224,224,224,19851026,"Uwe Blab","Dallas Mavericks",0,0,"2:00",0,0,0,64,91,"Dallas Mavericks","Seattle SuperSonics","Dallas Mavericks",NA,NA,NA
"225",225,225,225,225,19851026,"George Johnson","Seattle SuperSonics",0,0,"15:00",0,3,0,55,96,"Dallas Mavericks","Seattle SuperSonics","Dallas Mavericks",NA,NA,NA
"226",226,226,226,226,19851026,"Mark Aguirre","Dallas Mavericks",1,0,"35:00",0,1,0,126,91,"Dallas Mavericks","Seattle SuperSonics","Dallas Mavericks",NA,NA,NA
"227",227,227,227,227,19851026,"Detlef Schrempf","Dallas Mavericks",0,0,"16:00",0,2,0,123,99,"Dallas Mavericks","Seattle SuperSonics","Dallas Mavericks",NA,NA,NA
"228",228,228,228,228,19851026,"Xavier McDaniel","Seattle SuperSonics",0,0,"22:00",0,3,0,88,91,"Dallas Mavericks","Seattle SuperSonics","Dallas Mavericks",NA,NA,NA
"229",229,229,229,229,19851026,"Kurt Nimphius","Dallas Mavericks",0,0,"15:00",1,4,0,51,98,"Dallas Mavericks","Seattle SuperSonics","Dallas Mavericks",NA,NA,NA
"230",230,230,230,230,19851026,"Bill Hanzlik","Denver Nuggets",0,1,"24:00",0,2,0,101,114,"Denver Nuggets","Sacramento Kings","Denver Nuggets",NA,NA,NA
"231",231,231,231,231,19851026,"Larry Drew","Sacramento Kings",1,1,"32:00",0,3,0,109,112,"Denver Nuggets","Sacramento Kings","Denver Nuggets",NA,NA,NA
"232",232,232,232,232,19851026,"Joe Kleine","Sacramento Kings",0,1,"19:00",0,4,0,95,107,"Denver Nuggets","Sacramento Kings","Denver Nuggets",NA,NA,NA
"233",233,233,233,233,19851026,"Rich Kelley","Sacramento Kings",0,1,"6:00",0,2,0,50,107,"Denver Nuggets","Sacramento Kings","Denver Nuggets",NA,NA,NA
"234",234,234,234,234,19851026,"Calvin Natt","Denver Nuggets",1,1,"32:00",0,1,0,137,97,"Denver Nuggets","Sacramento Kings","Denver Nuggets",NA,NA,NA
"235",235,235,235,235,19851026,"LaSalle Thompson","Sacramento Kings",1,1,"21:00",0,2,0,80,106,"Denver Nuggets","Sacramento Kings","Denver Nuggets",NA,NA,NA
"236",236,236,236,236,19851026,"Michael Adams","Sacramento Kings",0,1,"14:00",1,0,0,133,115,"Denver Nuggets","Sacramento Kings","Denver Nuggets",NA,NA,NA
"237",237,237,237,237,19851026,"T.R. Dunn","Denver Nuggets",1,1,"32:00",0,3,0,156,100,"Denver Nuggets","Sacramento Kings","Denver Nuggets",NA,NA,NA
"238",238,238,238,238,19851026,"Mark Olberding","Sacramento Kings",0,1,"16:00",0,2,0,79,109,"Denver Nuggets","Sacramento Kings","Denver Nuggets",NA,NA,NA
"239",239,239,239,239,19851026,"Alex English","Denver Nuggets",1,1,"39:00",0,2,0,111,113,"Denver Nuggets","Sacramento Kings","Denver Nuggets",NA,NA,NA
"240",240,240,240,240,19851026,"Danny Schayes","Denver Nuggets",0,1,"18:00",0,4,0,121,98,"Denver Nuggets","Sacramento Kings","Denver Nuggets",NA,NA,NA
"241",241,241,241,241,19851026,"Eddie Johnson","Sacramento Kings",1,1,"37:00",0,4,0,95,115,"Denver Nuggets","Sacramento Kings","Denver Nuggets",NA,NA,NA
"242",242,242,242,242,19851026,"Blair Rasmussen","Denver Nuggets",0,1,"1:00",0,0,0,0,115,"Denver Nuggets","Sacramento Kings","Denver Nuggets",NA,NA,NA
"243",243,243,243,243,19851026,"Wayne Cooper","Denver Nuggets",1,1,"29:00",0,4,0,93,101,"Denver Nuggets","Sacramento Kings","Denver Nuggets",NA,NA,NA
"244",244,244,244,244,19851026,"Fat Lever","Denver Nuggets",1,1,"36:00",0,0,0,101,101,"Denver Nuggets","Sacramento Kings","Denver Nuggets",NA,NA,NA
"245",245,245,245,245,19851026,"David Cooke","Sacramento Kings",0,1,"9:00",0,2,0,99,108,"Denver Nuggets","Sacramento Kings","Denver Nuggets",NA,NA,NA
"246",246,246,246,246,19851026,"Reggie Theus","Sacramento Kings",1,1,"28:00",1,2,0,113,119,"Denver Nuggets","Sacramento Kings","Denver Nuggets",NA,NA,NA
"247",247,247,247,247,19851026,"Otis Thorpe","Sacramento Kings",1,1,"32:00",0,3,0,129,118,"Denver Nuggets","Sacramento Kings","Denver Nuggets",NA,NA,NA
"248",248,248,248,248,19851026,"Elston Turner","Denver Nuggets",0,1,"16:00",0,3,0,105,106,"Denver Nuggets","Sacramento Kings","Denver Nuggets",NA,NA,NA
"249",249,249,249,249,19851026,"Mike Woodson","Sacramento Kings",0,1,"26:00",0,2,0,114,108,"Denver Nuggets","Sacramento Kings","Denver Nuggets",NA,NA,NA
"250",250,250,250,250,19851026,"Mike Evans","Denver Nuggets",0,1,"13:00",2,3,0,92,104,"Denver Nuggets","Sacramento Kings","Denver Nuggets",NA,NA,NA
"251",251,251,251,251,19851026,"Vern Fleming","Indiana Pacers",1,0,"35:00",0,0,0,176,89,"Indiana Pacers","New Jersey Nets","Indiana Pacers",NA,NA,NA
"252",252,252,252,252,19851026,"Steve Stipanovich","Indiana Pacers",1,0,"28:00",0,3,0,89,85,"Indiana Pacers","New Jersey Nets","Indiana Pacers",NA,NA,NA
"253",253,253,253,253,19851026,"Stuart Gray","Indiana Pacers",0,0,"6:00",0,2,0,44,84,"Indiana Pacers","New Jersey Nets","Indiana Pacers",NA,NA,NA
"254",254,254,254,254,19851026,"Mike Gminski","New Jersey Nets",0,1,"24:00",0,2,0,88,111,"Indiana Pacers","New Jersey Nets","Indiana Pacers",NA,NA,NA
"255",255,255,255,255,19851026,"Herb Williams","Indiana Pacers",1,0,"34:00",0,3,0,91,80,"Indiana Pacers","New Jersey Nets","Indiana Pacers",NA,NA,NA
"256",256,256,256,256,19851026,"Quinn Buckner","Indiana Pacers",0,0,"16:00",0,4,0,67,78,"Indiana Pacers","New Jersey Nets","Indiana Pacers",NA,NA,NA
"257",257,257,257,257,19851026,"Jeff Turner","New Jersey Nets",0,1,"16:00",0,2,0,67,111,"Indiana Pacers","New Jersey Nets","Indiana Pacers",NA,NA,NA
"258",258,258,258,258,19851026,"Dwayne McClain","Indiana Pacers",0,0,"12:00",0,1,0,21,93,"Indiana Pacers","New Jersey Nets","Indiana Pacers",NA,NA,NA
"259",259,259,259,259,19851026,"Buck Williams","New Jersey Nets",1,1,"36:00",0,2,0,87,109,"Indiana Pacers","New Jersey Nets","Indiana Pacers",NA,NA,NA
"260",260,260,260,260,19851026,"Bill Garnett","Indiana Pacers",0,0,"20:00",0,2,0,66,83,"Indiana Pacers","New Jersey Nets","Indiana Pacers",NA,NA,NA
"261",261,261,261,261,19851026,"Mike O'Koren","New Jersey Nets",1,1,"24:00",0,2,0,97,116,"Indiana Pacers","New Jersey Nets","Indiana Pacers",NA,NA,NA
"262",262,262,262,262,19851026,"Yvon Joseph","New Jersey Nets",0,1,"5:00",0,1,0,250,116,"Indiana Pacers","New Jersey Nets","Indiana Pacers",NA,NA,NA
"263",263,263,263,263,19851026,"Wayman Tisdale","Indiana Pacers",0,0,"19:00",0,4,0,73,87,"Indiana Pacers","New Jersey Nets","Indiana Pacers",NA,NA,NA
"264",264,264,264,264,19851026,"Micheal Ray Richardson","New Jersey Nets",1,1,"27:00",0,3,0,52,99,"Indiana Pacers","New Jersey Nets","Indiana Pacers",NA,NA,NA
"265",265,265,265,265,19851026,"Darwin Cook","New Jersey Nets",0,1,"19:00",0,4,0,57,116,"Indiana Pacers","New Jersey Nets","Indiana Pacers",NA,NA,NA
"266",266,266,266,266,19851026,"Mickey Johnson","New Jersey Nets",0,1,"15:00",0,3,0,56,107,"Indiana Pacers","New Jersey Nets","Indiana Pacers",NA,NA,NA
"267",267,267,267,267,19851026,"Darryl Dawkins","New Jersey Nets",1,1,"18:00",0,5,0,96,116,"Indiana Pacers","New Jersey Nets","Indiana Pacers",NA,NA,NA
"268",268,268,268,268,19851026,"Clark Kellogg","Indiana Pacers",1,0,"34:00",0,2,0,118,90,"Indiana Pacers","New Jersey Nets","Indiana Pacers",NA,NA,NA
"269",269,269,269,269,19851026,"Bobby Cattage","New Jersey Nets",0,1,"6:00",0,0,0,107,114,"Indiana Pacers","New Jersey Nets","Indiana Pacers",NA,NA,NA
"270",270,270,270,270,19851026,"Kelvin Ransey","New Jersey Nets",0,1,"17:00",1,2,0,117,115,"Indiana Pacers","New Jersey Nets","Indiana Pacers",NA,NA,NA
"271",271,271,271,271,19851026,"Bill Martin","Indiana Pacers",0,0,"3:00",0,0,0,200,94,"Indiana Pacers","New Jersey Nets","Indiana Pacers",NA,NA,NA
"272",272,272,272,272,19851026,"Terence Stansbury","Indiana Pacers",1,0,"21:00",0,5,0,139,79,"Indiana Pacers","New Jersey Nets","Indiana Pacers",NA,NA,NA
"273",273,273,273,273,19851026,"Otis Birdsong","New Jersey Nets",1,1,"33:00",1,2,0,94,110,"Indiana Pacers","New Jersey Nets","Indiana Pacers",NA,NA,NA
"274",274,274,274,274,19851026,"Clint Richardson","Indiana Pacers",0,0,"12:00",0,1,0,152,93,"Indiana Pacers","New Jersey Nets","Indiana Pacers",NA,NA,NA
"275",275,275,275,275,19851026,"Derek Smith","Los Angeles Clippers",1,1,"34:00",0,6,0,95,108,"Los Angeles Clippers","Houston Rockets","Los Angeles Clippers",NA,NA,NA
"276",276,276,276,276,19851026,"Granville Waiters","Houston Rockets",0,1,"1:00",0,0,0,0,112,"Los Angeles Clippers","Houston Rockets","Los Angeles Clippers",NA,NA,NA
"277",277,277,277,277,19851026,"Franklin Edwards","Los Angeles Clippers",1,1,"40:00",0,4,0,129,102,"Los Angeles Clippers","Houston Rockets","Los Angeles Clippers",NA,NA,NA
"278",278,278,278,278,19851026,"Robert Reid","Houston Rockets",0,1,"26:00",0,2,0,74,111,"Los Angeles Clippers","Houston Rockets","Los Angeles Clippers",NA,NA,NA
"279",279,279,279,279,19851026,"Cedric Maxwell","Los Angeles Clippers",1,1,"42:00",0,5,0,85,103,"Los Angeles Clippers","Houston Rockets","Los Angeles Clippers",NA,NA,NA
"280",280,280,280,280,19851026,"Marques Johnson","Los Angeles Clippers",1,1,"39:00",0,3,0,99,106,"Los Angeles Clippers","Houston Rockets","Los Angeles Clippers",NA,NA,NA
"281",281,281,281,281,19851026,"Jim Petersen","Houston Rockets",0,1,"15:00",0,4,0,56,100,"Los Angeles Clippers","Houston Rockets","Los Angeles Clippers",NA,NA,NA
"282",282,282,282,282,19851026,"Allen Leavell","Houston Rockets",0,1,"10:00",0,1,0,80,112,"Los Angeles Clippers","Houston Rockets","Los Angeles Clippers",NA,NA,NA
"283",283,283,283,283,19851026,"John Lucas","Houston Rockets",1,1,"49:00",3,3,0,121,107,"Los Angeles Clippers","Houston Rockets","Los Angeles Clippers",NA,NA,NA
"284",284,284,284,284,19851026,"Lewis Lloyd","Houston Rockets",1,1,"42:00",1,5,0,115,105,"Los Angeles Clippers","Houston Rockets","Los Angeles Clippers",NA,NA,NA
"285",285,285,285,285,19851026,"Rodney McCray","Houston Rockets",1,1,"51:00",0,6,0,154,107,"Los Angeles Clippers","Houston Rockets","Los Angeles Clippers",NA,NA,NA
"286",286,286,286,286,19851026,"Jamaal Wilkes","Los Angeles Clippers",0,1,"27:00",0,3,0,124,107,"Los Angeles Clippers","Houston Rockets","Los Angeles Clippers",NA,NA,NA
"287",287,287,287,287,19851026,"Benoit Benjamin","Los Angeles Clippers",0,1,"19:00",0,5,0,89,102,"Los Angeles Clippers","Houston Rockets","Los Angeles Clippers",NA,NA,NA
"288",288,288,288,288,19851026,"Lancaster Gordon","Los Angeles Clippers",0,1,"5:00",1,0,0,0,108,"Los Angeles Clippers","Houston Rockets","Los Angeles Clippers",NA,NA,NA
"289",289,289,289,289,19851026,"James Donaldson","Los Angeles Clippers",1,1,"40:00",0,4,0,99,104,"Los Angeles Clippers","Houston Rockets","Los Angeles Clippers",NA,NA,NA
"290",290,290,290,290,19851026,"Ralph Sampson","Houston Rockets",1,1,"48:00",0,5,0,92,104,"Los Angeles Clippers","Houston Rockets","Los Angeles Clippers",NA,NA,NA
"291",291,291,291,291,19851026,"Mitchell Wiggins","Houston Rockets",0,1,"16:00",0,2,0,106,100,"Los Angeles Clippers","Houston Rockets","Los Angeles Clippers",NA,NA,NA
"292",292,292,292,292,19851026,"Hakeem Olajuwon","Houston Rockets",1,1,"32:00",0,6,0,93,102,"Los Angeles Clippers","Houston Rockets","Los Angeles Clippers",NA,NA,NA
